"age","Valence_1_mu","Valence_1_sigma"
5.17,0.255938680324716,0.273951102404201
5.19966860297942,0.252103761620268,0.27370893104327
5.22950746243906,0.248271508406717,0.273466973940951
5.25951755541411,0.244442276760876,0.27322523092639
5.28969986454658,0.240616464302733,0.27298370183224
5.32005537811748,0.236794485705709,0.272742386491977
5.35058509007916,0.232976754765432,0.272501284738796
5.38129000008789,0.229163685272817,0.272260396405981
5.41217111353658,0.225355691018778,0.272019721326903
5.44322944158769,0.221553185794229,0.271779259335019
5.47446600120632,0.217756583390084,0.271539010263878
5.50588181519358,0.213966297597258,0.271298973947115
5.53747791222,0.210182742089671,0.27105915021845
5.56925532685926,0.206406301786498,0.270819538910646
5.60121509962204,0.202637295392477,0.270580139854158
5.63335827699013,0.198876032325084,0.270340952879204
5.66568591145064,0.195122840909576,0.270101977816791
5.69819906153051,0.191378208660802,0.269863214503813
5.73089879183114,0.187642702834184,0.269624662780139
5.76378617306326,0.183916891280565,0.269386322485725
5.796862282082,0.180201341850787,0.269148193460601
5.83012820192213,0.176496622395694,0.268910275544862
5.86358502183353,0.172803300766128,0.268672568578671
5.89723383731687,0.169121944812932,0.268435072402263
5.93107575015945,0.165453308747211,0.268197786862681
5.96511186847132,0.161798924021741,0.267960711835099
5.99934330672151,0.158159868628181,0.267723847178268
6.03377118577458,0.154537200229042,0.267487192750205
6.06839663292727,0.150931979265343,0.267250748409039
6.10322078194544,0.147345263372293,0.2670145140128
6.1382447731012,0.143778110188453,0.26677848941953
6.17346975321022,0.140231577214187,0.266542674487271
6.2088968756693,0.13670672198292,0.266307069074075
6.24452730049414,0.133204602045955,0.266071673038001
6.28036219435729,0.129726274951806,0.26583648623712
6.31640273062641,0.126272798244567,0.265601508529506
6.35265008940263,0.122845229467945,0.265366739773246
6.38910545755924,0.119444626165654,0.265132179826435
6.42577002878051,0.116072045882553,0.264897828547175
6.46264500360081,0.112728546164013,0.264663685793579
6.4997315894439,0.109415184554855,0.264429751423769
6.53703100066247,0.106133018599695,0.264196025295877
6.57454445857791,0.102883105831545,0.263962507268044
6.61227319152028,0.0996665040244076,0.263729197198422
6.65021843486858,0.0964842679104,0.263496094945188
6.68838143109112,0.0933374617556911,0.263263200366475
6.72676342978627,0.0902271423994466,0.26303051332047
6.76536568772337,0.0871542208842276,0.262798033666235
6.80418946888385,0.0841192318157465,0.262565761265066
6.84323604450262,0.0811226139840195,0.262333695978823
6.88250669310974,0.0781648106917939,0.262101837669343
6.92200270057223,0.0752462653199504,0.261870186198458
6.9617253601362,0.0723674212432905,0.261638741427999
7.00167597246921,0.0695287218367097,0.261407503219798
7.04185584570281,0.0667306104753954,0.261176471435685
7.08226629547544,0.0639735305344354,0.26094564593749
7.12290864497543,0.0612579253889333,0.260715026587044
7.16378422498442,0.0585842384139903,0.260484613246178
7.20489437392084,0.0559529129846944,0.260254405776722
7.2462404378838,0.0533643924761525,0.260024404040509
7.28782377069714,0.0508191202634716,0.259794607899369
7.32964573395378,0.0483175397217449,0.259565017215138
7.37170769706025,0.0458600942260739,0.259335631849651
7.41401103728161,0.0434472271515597,0.259106451664742
7.45655713978647,0.041079381873303,0.258877476522251
7.4993473976924,0.0387570017664012,0.258648706284018
7.54238321211153,0.0364805302059259,0.258420140811885
7.5856659921964,0.0342504105683652,0.258191779967697
7.62919715518614,0.0320670862249492,0.257963623613301
7.67297812645286,0.0299310005134452,0.257735671610547
7.71701033954831,0.0278425966463858,0.257507923821291
7.76129523625085,0.0258023189669975,0.257280380107379
7.80583426661263,0.0238105919140166,0.257053040330863
7.85062888900708,0.0218676207954822,0.256825904356018
7.89568057017665,0.0199734578484027,0.256598972048665
7.94099078528089,0.0181281523218504,0.256372243274644
7.98656101794466,0.0163317535354704,0.256145717899786
8.03239276030681,0.0145843108027588,0.25591939578991
8.07848751306896,0.0128858734426531,0.255693276810828
8.12484678554468,0.011236490770661,0.255467360828344
8.17147209570888,0.00963621210273502,0.25524164770825
8.21836497024756,0.00808508675495418,0.255016137316331
8.26552694460776,0.00658316404308621,0.254790829518366
8.31295956304785,0.00513049328317128,0.254565724180122
8.36066437868809,0.00372712379135727,0.254340821167361
8.40864295356149,0.00237310488352974,0.254116120345838
8.45689685866496,0.00106848587569167,0.253891621581297
8.50542767401073,-0.000186683916171881,0.253667324739479
8.55423698867811,-0.0013923551760816,0.253443229686116
8.60332640086553,-0.00254847858806223,0.253219336286935
8.65269751794283,-0.00365500483610426,0.252995644407654
8.70235195650393,-0.0047118846042134,0.252772153913988
8.75229134241973,-0.00571906857642492,0.252548864671644
8.80251731089138,-0.00667650743675742,0.252325776546325
8.85303150650382,-0.00758415186920075,0.252102889403727
8.9038355832796,-0.00844195256062138,0.251880203109542
8.95493120473305,-0.00924986017304128,0.251657717529457
9.00632004392478,-0.0100078199151447,0.25143543252913
9.05800378351642,-0.0107160375192591,0.251213347975371
9.10998411582575,-0.0113752111230156,0.250991463737174
9.16226274288208,-0.0119861386670232,0.250769779683956
9.21484137648203,-0.0125496113674136,0.25054829568509
9.2677217382455,-0.0130664204818437,0.250327011609931
9.32090555967215,-0.0135373572686651,0.250105927327819
9.37439458219798,-0.0139632129864009,0.249885042708077
9.42819055725246,-0.0143447788935935,0.249664357620012
9.48229524631579,-0.0146828462487711,0.249443871932916
9.53671042097664,-0.0149782063105078,0.249223585516065
9.59143786299011,-0.015231650337342,0.249003498238721
9.64647936433611,-0.0154439695878101,0.24878360997013
9.70183672727802,-0.0156159553204825,0.248563920579525
9.75751176442169,-0.0157483987938684,0.248344429936122
9.81350629877481,-0.0158420912665596,0.248125137909126
9.86982216380661,-0.0158978239970393,0.247906044367727
9.92646120350786,-0.0159163882439132,0.247687149181101
9.98342527245127,-0.0158985752657121,0.247468452218412
10.0407162358523,-0.0158451763209639,0.247249953348809
10.0983359696299,-0.0157569826682333,0.24703165244143
10.1562863604686,-0.0156347855660645,0.2468135493654
10.2145693058794,-0.015479376273004,0.246595643989832
10.2731867142627,-0.0152915460475415,0.246377936183826
10.3321405049705,-0.015072086148546,0.246160425816472
10.3914326083688,-0.0148217877224996,0.245943112756845
10.4510649659017,-0.0145414912876893,0.24572599687476
10.5110395301542,-0.0142324697033849,0.245509078046574
10.5713582649165,-0.0138962223065881,0.245292356152041
10.6320231452483,-0.0135342502858573,0.245075831070893
10.6930361575431,-0.0131480548293897,0.244859502682816
10.7543992995939,-0.0127391371255109,0.244643370867447
10.8161145806581,-0.0123089983624656,0.244427435504375
10.8781840215234,-0.0118591397285331,0.244211696473144
10.940609654574,-0.0113910624120091,0.243996153653249
11.0033935238572,-0.0109062676011378,0.243780806924139
11.0665376851504,-0.0104062564842194,0.243565656165219
11.130044206028,-0.00989253024946348,0.243350701255845
11.1939151659298,-0.00936659008520762,0.243135942075331
11.2581526562283,-0.00882993717971524,0.242921378502944
11.3227587802978,-0.00828407272122815,0.242707010417906
11.387735653583,-0.00773049789799293,0.242492837699395
11.4530854036682,-0.00717071389853626,0.242278860226545
11.5188101703473,-0.00660622191062072,0.242065077878446
11.5849121056934,-0.00603852312301279,0.241851490534146
11.6513933741296,-0.00546911872375867,0.241638098072648
11.7182561524999,-0.00489950990114656,0.241424900372913
11.78550263014,-0.00433119784303476,0.241211897313859
11.8531350089498,-0.00376568374038254,0.240999088774364
11.9211555034647,-0.00320446878414084,0.24078647463326
11.9895663409286,-0.0026490637784728,0.240574054769319
12.0583697613666,-0.00210094087020916,0.240361829061362
12.1275680176584,-0.00156123328743086,0.240149797388976
12.1971633756124,-0.0010304100332292,0.239937959633285
12.2671581140391,-0.000508872669631621,0.239726315675524
12.3375545248266,2.97597308686684e-06,0.239514865396876
12.408354913015,0.000504732306376661,0.239303608678474
12.4795615968722,0.00099599270385866,0.239092545401403
12.5511769079698,0.00147635354353012,0.238881675446698
12.6232031912594,0.00194541120344151,0.238670998695349
12.6956428051492,0.002402762061852,0.238460515028296
12.7684981215814,0.00284800249674803,0.238250224326434
12.8417715261099,0.00328072888636776,0.23804012647061
12.9154654179785,0.00370053760879953,0.237830221341625
12.9895822101991,0.0041070250422345,0.237620508820235
13.064124329631,0.0044997875646655,0.237410988787149
13.1390942170603,0.00487842155437417,0.237201661123032
13.2144943272799,0.00524252338945305,0.236992525708502
13.2903271291696,0.00559168944799241,0.236783582424134
13.3665951057773,0.0059255161081646,0.236574831150458
13.4433007544001,0.00624359974811368,0.236366271767961
13.5204465866661,0.00654553674593729,0.236157904157086
13.5980351286167,0.00683092347967915,0.23594972819823
13.676068920789,0.00709935632771513,0.235741743771751
13.7545505182997,0.00735043166775877,0.235533950757963
13.8334824909279,0.00758374587707576,0.235326349037136
13.9128674231999,0.00779889537567111,0.235118938489498
13.9927079144734,0.00799557931810812,0.234911718992829
14.073006579023,0.00817415246320371,0.234704690409516
14.1537660461255,0.00833522654459702,0.234497852595956
14.234988960146,0.00847941394199931,0.234291205408575
14.3166779806247,0.00860732703418607,0.23408474870384
14.3988357823639,0.00871957820035718,0.233878482338262
14.4814650555153,0.00881677981969283,0.233672406168395
14.5645685056686,0.00889954427122686,0.233466520050837
14.6481488539396,0.0089684839340901,0.23326082384223
14.7322088370597,0.00902421118730192,0.23305531739926
14.8167512074652,0.00906733841002215,0.232850000578655
14.9017787333877,0.00909847798136372,0.23264487323719
14.9872941989444,0.00911824228038425,0.232439935231682
15.0733004042295,0.00912724368600842,0.232235186418993
15.1598001654061,0.00912609457753952,0.232030626656029
15.2467963147977,0.00911540733452311,0.231826255799742
15.3342917009818,0.00909579433522965,0.231622073707128
15.4222891888826,0.00906786795913075,0.231418080235226
15.5107916598649,0.00903224058528803,0.231214275241123
15.5998020118288,0.00898952459263675,0.23101065858195
15.6893231593039,0.00894033236052232,0.230807230114881
15.7793580335455,0.00888527626801165,0.23060398969714
15.8699095826301,0.00882496868274771,0.230400937185997
15.9609807715521,0.00876002200846104,0.230198072438753
16.0525745823206,0.00869104835561574,0.229995395312891
16.1446940140576,0.00861866184804937,0.229792905665014
16.2373420830958,0.00854350552218419,0.229590603338549
16.3305218230773,0.00846626535500099,0.229388488157386
16.4242362850532,0.00838762888236253,0.229186559944872
16.5184885375835,0.00830828402168616,0.228984818524343
16.6132816668372,0.00822891864285801,0.228783263719325
16.7086187766938,0.00815022058870133,0.228581895353526
16.8045029888447,0.00807287770175926,0.228380713250819
16.9009374428955,0.00799757782457492,0.228179717235243
16.9979252964686,0.00792500879969142,0.227978907131005
17.0954697253071,0.00785585847168135,0.227778282762479
17.193573923378,0.00779081469372125,0.227577843954199
17.2922411029777,0.00773056531619455,0.227377590530867
17.3914744948362,0.00767579818751122,0.227177522317354
17.4912773482238,0.0076272011530816,0.226977639138695
17.591652931057,0.00758546206334777,0.226777940820092
17.6926045300054,0.00755126876533344,0.226578427186911
17.7941354505997,0.007525309107317,0.226379098064685
17.8962490173397,0.00750827093714502,0.226179953279112
17.9989485738032,0.00750084210279612,0.225980992656055
18.1022374827554,0.00750371045206485,0.225782216021542
18.2061191262593,0.00751756383459518,0.225583623201765
18.310596905786,0.00754309011105253,0.225385214023084
18.4156742423264,0.00758097726421702,0.225186988312026
18.5213545765032,0.00763191385334289,0.224988945895318
18.6276413686833,0.00769658919360424,0.224791086599892
18.7345380990916,0.00777553171204426,0.224593410244003
18.8420482679242,0.0078685668886962,0.224395916607517
18.9501753954639,0.00797532370565488,0.224198605459854
19.0589230221947,0.00809540967134362,0.224001476569625
19.1682947089183,0.0082284458411177,0.223804529706554
19.2782940368702,0.00837404908568304,0.223607764640504
19.3889246078374,0.00853183731348327,0.223411181141762
19.500190044276,0.00870142816735428,0.223214778980967
19.6120939894302,0.00888243932964374,0.22301855792913
19.7246401074509,0.00907448848266608,0.222822517757624
19.8378320835167,0.00927719330809237,0.22262665823819
